0.70,14000,-4.700652e-05, 9.849920e-07
0.70,15000,-4.405823e-05, 8.619245e-07
0.70,16000,-4.145684e-05, 7.605392e-07
0.70,17000,-3.914471e-05, 6.760307e-07
0.70,18000,-3.707625e-05, 6.048537e-07
0.70,19000,-3.521497e-05, 5.443464e-07
0.70,20000,-3.353129e-05, 4.924793e-07
0.80,5000,-1.327862e-04, 9.034038e-06
0.80,6000,-1.144572e-04, 6.481555e-06
0.80,7000,-1.004317e-04, 4.869855e-06
0.80,8000,-8.940215e-05, 3.789917e-06
0.80,9000,-8.052129e-05, 3.032009e-06
0.80,10000,-7.322635e-05, 2.480104e-06
0.80,11000,-6.713210e-05, 2.065950e-06
0.80,12000,-6.196726e-05, 1.747330e-06
0.80,13000,-5.753579e-05, 1.497014e-06
0.80,14000,-5.370384e-05, 1.297366e-06
0.80,15000,-5.056452e-05, 1.145222e-06
0.80,16000,-4.813218e-05, 1.034374e-06
0.80,17000,-4.622667e-05, 9.518842e-07
0.80,18000,-4.468473e-05, 8.880026e-07
0.80,19000,-4.339494e-05, 8.365885e-07
0.80,20000,-4.228733e-05, 7.939354e-07
0.90,5000,-1.485267e-04, 1.168657e-05
0.90,6000,-1.341524e-04, 9.250546e-06
0.90,7000,-1.316587e-04, 8.880706e-06
0.90,8000,-1.308362e-04, 8.768520e-06
0.90,9000,-1.304333e-04, 8.716889e-06
0.90,10000,-1.302010e-04, 8.688758e-06
0.90,11000,-1.300486e-04, 8.671048e-06
0.90,12000,-1.299399e-04, 8.658978e-06
0.90,13000,-1.298494e-04, 8.649001e-06
0.90,14000,-1.297835e-04, 8.642273e-06
0.90,15000,-1.297026e-04, 8.633759e-06
0.90,16000,-1.296200e-04, 8.625063e-06
0.90,17000,-1.295680e-04, 8.619984e-06
0.90,18000,-1.295233e-04, 8.615606e-06
0.90,19000,-1.294690e-04, 8.610311e-06
0.90,20000,-1.294241e-04, 8.606149e-06
1.00,5000,-1.639602e-04, 1.477272e-05
1.00,6000,-8.499323e-05, 3.434219e-06
1.00,7000,-8.511825e-05, 3.448988e-06
1.00,8000,-8.516023e-05, 3.453606e-06
1.00,9000,-8.516967e-05, 3.454383e-06
1.00,10000,-8.517907e-05, 3.455510e-06
1.00,11000,-8.517661e-05, 3.455121e-06
1.00,12000,-8.517454e-05, 3.454877e-06
1.00,13000,-8.517424e-05, 3.454910e-06
1.00,14000,-8.517097e-05, 3.454565e-06
1.00,15000,-8.517177e-05, 3.454816e-06
1.00,16000,-8.517055e-05, 3.454797e-06
1.00,17000,-8.516552e-05, 3.454285e-06
1.00,18000,-8.516176e-05, 3.453945e-06
1.00,19000,-8.516311e-05, 3.454332e-06
1.00,20000,-8.515900e-05, 3.453957e-06
